selected_policy_label,selection_rule,recommended_customers,captured_subscribers,precision_x10000,precision_display,capture_rate_x10000,capture_rate_display,lift_x100,lift_display,score_cutoff_x10000,score_cutoff_display,validation_recommended_customers,validation_captured_subscribers,validation_precision_display,validation_capture_rate_display,validation_lift_display
Top 20%,smallest_contact_rate_with_capture_rate_at_least_0_60,789,298,3777,37.77%,6478,64.78%,324,3.24x,5032,50.32%,788,296,37.56%,64.35%,3.22x
